100000;;;;;;;;
200;;;;;;;;
po3lpYSk;3;Sandomierz;0;77;81;80;2;100
PebVvhw7;3;Katowice;0;11;94;4;40;24
0faKIf5c;1;Szczecinek;1;72;11;73;14;29
osvAG9fw;1;Koszalin;0;96;68;57;60;93
JPXlBd83;1;Szczecinek;0;75;94;59;3;57
wiDPgWc1;1;Slupsk;0;86;69;26;9;89
JrikdJHR;1;Koszalin;1;3;96;91;92;76
MdNArEO3;1;Torun;0;68;93;8;98;39
VQADyfnX;2;Lubin;1;70;98;77;59;92
jCtmWRwl;3;Chelm;0;76;4;72;42;88
0EetLGXG;3;Bialystok;1;73;8;32;64;38
pGdgmB4S;3;Tarnow;0;91;41;88;43;56
IWH7D7rs;2;Boleslawiec;1;18;36;84;91;17
T6FnI7kN;2;Kalisz;0;27;86;27;69;68
SDyIxog8;2;Glogow;0;2;61;62;61;44
bJpK3pjb;3;Gliwice;0;6;12;91;24;44
Ii7PD7fw;2;Legnica;0;55;63;67;64;71
GdwcIkUl;1;Kolobrzeg;1;39;33;67;43;59
swfHMvpS;2;Legnica;0;69;4;32;61;53
OOsdpAou;1;Malbork;1;40;38;4;21;100
9vApGkkG;1;Koszalin;0;81;7;76;45;68
wmaO40x5;2;Legnica;0;59;77;65;53;94
H2gNRCdJ;2;Lodz;1;8;49;5;95;78
M1DR38Ep;3;Bialystok;0;48;13;70;87;24
d2oQgNQi;3;Pulawy;0;29;22;99;42;0
jtoR4Cu8;2;Boleslawiec;1;98;25;40;65;0
7kpoqIFw;1;Choinice;0;55;45;36;27;35
FvkKaiNu;3;Radom;1;54;59;15;86;43
LhOwjy7w;3;Radom;0;0;38;42;90;84
Ew7gys0s;2;Gniezno;0;45;76;35;55;13
WPqEL4cY;1;Gdansk;0;31;48;28;60;39
IoU0khCc;1;Torun;0;57;84;96;75;29
7ACScvOX;1;Koszalin;1;87;21;94;85;98
l2AFGFpQ;3;Lublin;0;57;83;55;89;18
YhophvQa;2;Wroclaw;1;26;76;37;0;93
7ElyGG6T;2;Poznan;0;25;63;85;61;49
d0epbJhU;2;Plock;1;87;88;46;60;71
wOfbJ74d;2;Lubin;0;80;86;43;98;4
efJIgsnt;2;Lubin;1;64;15;38;93;34
ysi9FA8n;2;Walbrzych;0;72;81;77;57;20
SB3yANCT;1;Hel;1;35;5;44;13;25
w7BirWPP;2;Poznan;0;13;95;19;93;88
pjPf9Jh5;3;Zamosc;1;91;42;57;2;100
bLHuuQQB;3;Katowice;0;64;83;61;25;81
TVquACY4;1;Torun;0;89;2;38;79;35
fKJiCIbu;2;Poznan;0;60;6;10;60;14
OTydo7n4;1;Elblag;0;16;42;84;73;25
8AY7xqK1;3;Kielce;1;1;52;76;67;75
R9KJKA0x;3;Lublin;1;82;32;59;9;91
1EYo2dA5;2;Legnica;1;76;18;82;55;14
V3pOMvMD;2;Walbrzych;0;43;90;1;69;17
IvnReXpu;3;Kielce;1;64;20;52;58;99
ri59XLB7;2;Legnica;1;59;70;25;82;7
0op7luwl;3;Lublin;1;93;29;30;21;20
T2wblUwd;1;Szczecinek;1;82;28;29;78;88
VbxNtSHF;3;Gliwice;0;96;42;43;86;98
V76VOtQ7;1;Gdansk;1;10;36;56;94;67
h9Mq0kW2;3;Zakopane;0;81;1;6;13;61
LarbRTnh;2;Legnica;0;35;78;65;21;98
xTOgiTfV;2;Gniezno;0;76;79;22;82;9
GHy9s89e;1;Gdynia;1;93;50;14;35;83
pe2GGfat;3;Przemysl;0;29;10;8;62;26
OHiefUic;3;Radom;0;70;78;25;88;28
RFx7BVK6;2;Kalisz;1;50;40;42;91;51
W30wS3nQ;2;Boleslawiec;0;85;75;31;60;5
SENJusp9;3;Przemysl;1;94;32;0;33;46
vWJDhKiW;3;Pulawy;1;75;94;66;98;71
Ie14HQNc;1;Gdansk;1;53;1;77;32;89
9NdwQ8fG;1;Choinice;1;98;87;69;88;35
bA8Ejtxu;2;Plock;1;65;41;67;59;53
yOepeaal;3;Zamosc;0;17;22;93;83;7
uJWWwIuQ;1;Slupsk;1;73;60;23;62;97
w8GvoLSk;3;Lublin;0;55;94;46;73;23
BNgGv5Y8;1;Szczecinek;1;10;12;14;5;76
rYFiEuBJ;1;Olsztyn;1;0;40;57;63;86
ukavS8J3;2;Plock;1;45;35;68;89;100
W6xu3nKp;1;Elblag;1;70;26;83;49;27
4AdTH6In;3;Gliwice;0;7;78;98;93;4
rLFVyDie;2;Gniezno;0;90;76;23;40;89
XbIxSiVy;3;Krakow;1;59;36;50;23;55
fAPnS1rx;3;Gliwice;0;18;38;9;70;40
JXv99F3r;3;Krakow;0;24;44;68;99;69
19SQ20mt;1;Kolobrzeg;0;77;6;44;9;63
HclSN3na;3;Krakow;0;49;82;0;30;46
yMmLAtL5;1;Malbork;0;59;59;32;11;21
nisDB6BJ;2;Glogow;1;96;55;66;42;58
cAj1n8bP;3;Kielce;0;83;29;82;84;34
mJEts4LT;3;Chelm;1;16;26;72;8;31
8SdkekMu;1;Hel;0;69;54;26;28;63
aoB4rpj5;1;Swinoujscie;0;44;73;55;47;88
iwtYO1s3;3;Przemysl;0;99;51;91;16;63
OHltCmQ3;3;Radom;0;27;87;39;80;48
qGAbtkJs;1;Szczecinek;0;17;98;55;98;80
X0QlY753;3;Bialystok;1;93;29;21;87;61
romVMfhP;2;Legnica;0;90;26;75;49;63
VMUEIyyn;3;Przemysl;0;84;18;54;42;0
5jkyNAO6;2;Wroclaw;1;71;42;5;73;8
cLGR3IyN;2;Wroclaw;1;66;44;39;29;95
xAKJQavc;1;Gdansk;1;61;19;46;49;50
byNXAfPC;3;Kielce;1;64;97;92;73;68
8pksN4Q6;3;Krakow;0;97;76;71;87;65
vyJKYlCy;3;Zakopane;1;96;48;83;5;91
JKQNXXUk;3;Zamosc;0;20;71;10;60;37
Cpfartln;3;Rzeszow;1;25;16;46;58;11
6Hgx4bSU;3;Rzeszow;1;18;6;96;37;41
8y6Wq7Mu;1;Torun;1;96;3;71;26;8
ErrAI3GC;2;Gniezno;1;72;0;19;45;86
kUXsOYKu;2;Wroclaw;1;79;11;6;32;12
R9cMjDAC;2;Wroclaw;0;49;53;30;58;96
VaTFRk1s;1;Szczecin;1;55;99;46;22;95
jwevk6IA;1;Slupsk;0;24;7;94;50;19
Xmu2qRB5;1;Koszalin;0;80;65;11;36;85
w3Etim0x;3;Kielce;1;65;35;62;46;21
rkkcg0y7;1;Swinoujscie;0;86;53;71;60;79
7yP9E7Kn;2;Wroclawek;0;25;53;73;39;88
J14p4gXt;2;Plock;1;53;21;92;37;55
M1hX7e7J;1;Kolobrzeg;1;24;73;97;91;77
BrkqDPxS;3;Rzeszow;0;22;98;73;71;50
XQCLxwRH;2;Legnica;0;99;37;76;43;15
K921F4WV;2;Plock;1;55;66;0;44;82
DwR7Q368;3;Gliwice;1;4;74;9;34;56
Hr1vVJX0;1;Gdansk;0;76;38;31;21;37
LamkO9U1;2;Boleslawiec;0;31;22;56;98;64
Bd0yHcNm;1;Szczecin;1;53;85;68;79;2
UmnbmDTu;3;Lublin;1;18;25;20;64;73
Ht1K0EWa;3;Katowice;1;93;76;72;31;17
fs30SgP4;1;Hel;0;49;51;77;76;1
70qcCNAx;3;Kielce;0;3;64;77;28;21
dDAoM9Sh;1;Gdynia;0;44;81;3;23;21
F9guNeNA;3;Kielce;0;28;61;16;22;77
fjlAlqDh;1;Olsztyn;1;84;98;78;56;32
u81QA6IW;3;Rzeszow;0;72;92;71;69;74
RDrjj9j0;3;Rzeszow;1;39;70;8;57;58
mkMtCwur;1;Gdansk;0;74;36;49;83;61
eSx4Fdg8;3;Krakow;0;16;5;91;25;82
fWOA6ih2;1;Szczecin;0;18;6;47;0;8
mlICuNRh;3;Lublin;0;81;45;36;51;21
6liWmbiT;3;Zakopane;0;39;67;33;9;29
fUYjlioc;2;Warszawa;1;91;37;0;93;54
0pJU1Slu;3;Chelm;0;63;42;78;99;76
6WnIE2CI;3;Bialystok;1;82;94;24;93;82
ATT1f0iA;3;Krakow;1;16;82;10;48;85
01BrifXL;2;Glogow;0;63;92;82;15;76
QYe9puQi;1;Hel;0;8;95;61;51;64
IflixMOh;3;Kielce;0;21;68;16;38;19
poALSdFo;2;Walbrzych;1;61;1;89;51;44
wgqeEBsc;2;Kalisz;0;91;88;31;89;94
QQYeoByl;1;Szczecinek;1;77;39;84;91;69
1gXbGaTg;1;Kolobrzeg;0;55;56;18;63;63
BtOspr8S;3;Gliwice;0;61;56;8;6;9
gpKlryUb;1;Szczecin;0;86;9;11;25;90
GGEblLiT;1;Kolobrzeg;0;69;16;84;4;49
tqWbkhkj;1;Torun;0;61;97;62;22;92
24pbyC5u;2;Boleslawiec;1;87;10;90;25;97
FcXGbrVQ;2;Gniezno;0;48;36;19;22;11
XNqoo7gY;1;Malbork;1;64;15;50;24;29
oh3rGAmd;3;Chelm;0;52;91;54;34;64
GK4hXAlG;1;Olsztyn;0;71;50;62;95;96
3cMwxJrR;3;Chelm;0;34;6;75;35;86
fRF0uR2S;2;Warszawa;1;51;32;21;95;70
JMNAPy0E;3;Kielce;1;50;32;25;68;29
CreRA4vL;1;Hel;0;82;96;87;67;93
AEbspFQn;3;Chelm;1;1;42;74;73;72
DKvaBSuS;2;Wroclaw;0;21;86;28;35;63
6f6OLMhF;2;Warszawa;0;25;54;82;99;3
RhIvLK5P;3;Pulawy;0;98;77;64;33;64
qfEb187m;3;Chelm;0;62;27;35;79;39
TRcQPygG;1;Torun;0;63;30;24;89;0
0RMcFPJE;3;Sandomierz;1;99;64;11;69;66
32XGRXqG;3;Pulawy;0;29;2;100;0;95
QK4iEtwY;3;Zamosc;1;59;95;57;63;93
tVlB2pJ2;1;Malbork;0;55;40;83;90;77
kVeXNdQ9;1;Kolobrzeg;0;26;93;65;22;88
2p0m6y9l;1;Slupsk;0;80;71;80;59;18
mopLH2bT;1;Torun;0;62;73;0;23;100
A4FKfFAb;3;Przemysl;1;43;12;56;80;49
qsBHDsKa;2;Boleslawiec;1;44;50;28;46;5
JbJLf7b8;2;Poznan;1;48;33;22;61;65
VNcxtJIU;3;Krakow;0;72;96;19;27;79
SqHfTwKA;1;Malbork;0;62;79;18;80;44
4SSWsbQC;3;Kielce;1;7;9;54;85;34
lByRvah5;3;Krakow;0;25;32;14;95;80
cE87lLs7;2;Wroclawek;0;0;47;76;62;42
TUyuWsuM;3;Katowice;1;56;80;67;89;77
JrsMboDj;3;Kielce;1;95;80;84;37;11
bfuvMdLo;2;Legnica;1;22;77;76;70;22
H3B6rv4R;1;Sopot;0;35;91;23;47;51
NVPdhAAY;3;Gliwice;0;49;92;88;28;72
4HlekiC0;1;Kolobrzeg;1;62;92;12;22;51
OHS8Fk55;2;Kutno;0;86;8;77;19;52
m1tLro3h;1;Torun;0;58;81;69;15;74
0XiNIRHH;2;Kutno;1;40;23;77;97;46
8JOCWhji;1;Szczecinek;0;0;98;26;6;47
UGGKIHb4;3;Gliwice;1;14;92;52;8;29
KOpJUVi1;2;Glogow;1;57;82;21;44;71
WLx83uP0;1;Elblag;1;10;37;52;14;79
53D8EhBX;1;Gdynia;1;55;86;91;12;56
dbwQ3ubl;1;Hel;1;11;100;29;69;56
3v6Hatpq;1;Elblag;0;0;91;43;64;55
TYHD4RkD;2;Warszawa;1;3;88;79;24;31
sKe720uE;2;Kutno;0;59;64;78;92;29
kTIjxpnq;3;Gliwice;1;77;10;15;11;48
GlMppUQC;2;Karpacz;1;32;14;76;54;43
LVrWQwHI;1;Olsztyn;1;100;4;19;61;28
7xsHSmaa;2;Glogow;1;25;7;52;79;68
wvmPSYja;2;Poznan;0;100;9;65;67;52
7DdLB4RG;1;Malbork;0;21;8;94;88;5
VJqa7KTt;3;Tarnow;1;41;30;82;65;84
KxKJSJWB;1;Elblag;0;77;67;87;26;65
48wdGj8m;2;Karpacz;0;49;48;29;44;41
ooi56MqS;3;Zakopane;0;12;34;37;100;45
a7B96jLE;2;Kutno;0;66;97;98;60;24
V7RKYo0p;2;Kutno;0;24;31;47;57;36
6LUPlRoQ;3;Krakow;1;57;25;49;91;4
cubVftKx;3;Rzeszow;0;29;92;82;64;88
os7hRoE4;2;Glogow;1;62;99;4;42;65
C9dGyFcG;1;Swinoujscie;0;48;8;62;79;74
wV14YREb;1;Olsztyn;0;37;94;88;0;71
ako9Sb9v;3;Lublin;0;5;43;68;59;81
p4aBAjyd;2;Kutno;0;63;57;35;77;87
7G5ipyl2;3;Zakopane;0;4;73;39;70;36
muBd40JI;1;Elblag;1;79;95;87;20;75
ywUMI2xh;2;Lodz;0;64;31;72;73;7
1K03KG5R;2;Gniezno;0;15;81;41;77;50
v4CtbHn7;1;Szczecinek;1;83;34;8;84;60
FbPOkaWI;2;Walbrzych;1;94;93;54;2;100
AdSUttvE;1;Swinoujscie;1;50;30;77;70;71
pPGxvPd7;3;Gliwice;1;41;89;97;5;34
OUSeNBD3;1;Szczecinek;0;72;22;35;97;74
UYbOOYYl;2;Plock;1;16;74;87;35;81
FHg55ug2;3;Przemysl;0;31;84;58;94;40
pjPftFj3;1;Szczecinek;1;41;79;55;6;44
IX8nXqVi;3;Zamosc;1;18;90;92;19;0
Q9FvMaGU;2;Kutno;1;14;47;92;72;46
QOjKhdVD;3;Chelm;1;10;55;13;10;20
J8loNVdh;1;Gdansk;0;95;81;90;11;17
E1fLDbwk;3;Tarnow;0;22;23;86;73;11
5Tp31t2b;2;Karpacz;1;78;53;55;14;30
qDhtPswy;2;Gniezno;0;41;40;61;6;35
i9StHOOS;2;Legnica;0;3;94;53;8;11
1mLCqY0m;3;Katowice;1;19;76;3;67;100
EVA275st;1;Sopot;0;62;2;95;2;16
q7Py7UGT;2;Wroclaw;0;25;61;41;47;91
cOHplUJw;1;Swinoujscie;1;33;92;19;30;9
ElT7j5Aj;2;Kalisz;1;7;79;54;21;23
1dhmBYBe;1;Choinice;1;57;35;54;37;40
Paa0In7A;2;Wroclawek;0;30;1;29;32;68
YNeDd1YY;1;Szczecin;0;98;73;42;64;70
ghU9t2o5;3;Kielce;1;80;40;9;47;20
NeEjYfpV;3;Przemysl;0;76;4;83;16;29
1qIV8id2;3;Zamosc;0;46;38;9;71;59
j0cb7pHl;3;Zakopane;1;6;11;37;85;74
xerJmrSj;3;Kielce;0;80;92;91;21;61
Bv6vtuLd;1;Szczecinek;1;51;7;80;84;75
mPQx00cP;3;Przemysl;0;52;12;71;7;45
omKhBrW5;1;Olsztyn;0;18;4;73;94;82
sUoFiiKR;2;Lubin;0;97;84;71;98;83
LaFfgfTw;2;Gniezno;1;8;11;7;92;47
nfcXuI4a;1;Elblag;1;37;89;40;6;74
HIhBo7jq;1;Szczecin;0;11;40;64;10;16
3si7nf3k;1;Hel;1;89;49;59;8;42
1aypIX0R;2;Poznan;0;23;87;94;75;95
RoklV5vc;2;Lubin;0;12;20;93;12;27
MF1ewNmk;1;Szczecinek;0;30;2;64;34;52
NxwhO6qV;2;Wroclawek;0;77;96;40;96;91
0G8jToO4;2;Glogow;0;9;55;17;53;32
fUs7hHvl;3;Zamosc;1;37;14;70;32;9
h5Ttqo76;2;Kutno;0;99;24;92;87;57
LPyrt4NV;1;Kolobrzeg;1;30;54;66;49;86
GeIgewLo;1;Gdynia;1;12;3;61;3;64
yotqFVGN;3;Przemysl;0;65;25;1;68;91
fbvPC4nQ;2;Kutno;1;72;1;11;9;1
lKwYEk0F;1;Kolobrzeg;1;71;78;22;22;64
umyYNYgb;3;Tarnow;1;88;39;33;35;47
THQYeYgY;3;Przemysl;0;98;61;74;27;74
rWjyNO4D;1;Gdynia;1;18;9;86;36;56
LHSm5Q4e;2;Poznan;0;12;53;62;35;41
gvogDo6R;2;Poznan;0;26;62;31;36;43
HNNW4tEX;3;Krakow;0;2;75;5;10;85
YArD4csr;2;Gniezno;0;95;2;78;53;92
lVmRLHwP;2;Wroclawek;0;32;76;26;99;66
bARCTH3Q;2;Warszawa;1;39;21;5;16;10
iLnErRei;3;Krakow;0;70;74;48;27;27
FTOsWbdw;1;Koszalin;1;81;99;51;38;77
cYEIbLA7;2;Plock;1;30;90;10;90;40
hdTJrUSF;1;Szczecinek;1;60;5;10;8;97
uXQ3Ep00;2;Plock;0;79;12;66;63;28
QsbTgGVu;2;Walbrzych;1;63;7;70;46;85
pa6Ht2Ci;3;Bialystok;1;55;48;57;5;0
tVb8ooo8;1;Szczecin;0;57;34;98;78;28
6U3JeYHo;1;Sopot;1;62;55;55;98;91
i7PfgkXB;1;Choinice;0;22;92;96;85;82
2KxVcOPf;3;Tarnow;0;93;23;18;35;76
CgNkrcmv;2;Glogow;0;21;38;7;100;41
VXgaseJS;2;Lubin;0;43;42;34;62;84
Eo6IJr3J;3;Radom;0;60;4;95;53;42
0a6fyjBm;1;Hel;1;91;26;80;77;45
XbEOcUDi;1;Choinice;0;6;36;3;41;63
En79xTwq;3;Gliwice;1;12;94;1;76;69
jTinjR1c;1;Malbork;1;53;79;27;86;91
COpjF512;2;Lodz;0;93;88;93;64;23
fH9CSjeE;2;Kalisz;0;4;3;28;33;41
e1ERHwFY;1;Choinice;0;49;8;17;28;13
StO0qjmm;3;Katowice;1;48;54;59;67;85
acYfkqGj;3;Lublin;0;90;14;43;94;3
slPM2nom;2;Boleslawiec;1;27;16;87;41;33
qRnwyg6a;2;Kutno;0;86;48;37;40;80
2XESvIU9;2;Karpacz;0;23;5;51;33;7
jvVIdyQw;1;Torun;1;83;39;84;99;1
vMj8hKO0;3;Pulawy;0;63;5;79;43;0
5Jq1YKPG;3;Krakow;0;46;56;23;99;37
qDKvmUL5;3;Przemysl;1;23;44;70;68;17
JSKjLrs9;3;Rzeszow;1;5;70;56;78;96
lxvTDQyC;3;Zakopane;1;25;77;10;59;1
gFA9ve4r;3;Tarnow;0;20;7;27;70;88
DLltOtSL;1;Slupsk;0;27;30;75;49;52
C15YAY09;1;Gdansk;0;14;24;55;62;59
UqDcwtM8;3;Przemysl;0;47;31;24;9;40
VLTbrF7J;3;Radom;0;31;89;13;97;59
pfnG0b3C;1;Torun;1;37;76;77;77;15
3SJx9LNn;3;Sandomierz;0;45;25;23;7;28
v6cnGtAi;2;Legnica;0;97;19;25;16;30
4GspywQA;1;Choinice;1;24;74;78;44;54
AyNXQRE7;1;Kolobrzeg;1;75;43;6;14;87
TaKhYHJd;2;Lodz;1;40;90;13;90;16
4pU75015;2;Wroclaw;1;8;85;13;55;20
aDDNBKpb;2;Kalisz;0;10;50;39;56;99
RbdLlfEj;2;Glogow;1;41;97;1;75;27
9OYo2mFV;1;Koszalin;0;46;83;10;64;18
qGVgTVgA;1;Gdynia;0;50;90;39;92;38
0h9SE5Qc;1;Gdynia;1;93;94;96;41;97
BMsc9oAH;1;Gdynia;1;59;44;95;64;18
uqD4Oli8;1;Hel;1;9;35;66;61;92
FUGpM7ox;3;Kielce;0;99;66;55;59;62
iogbu22X;1;Choinice;0;37;88;7;44;18
1osfL8NP;1;Hel;0;87;51;94;39;74
SUmTGlu4;1;Torun;1;18;0;66;81;73
EdQQx92Q;3;Katowice;0;79;77;13;22;75
5Ld7qkVo;1;Swinoujscie;0;33;67;30;86;23
9X4IWKqc;3;Kielce;0;90;80;60;20;20
VadpebOF;2;Boleslawiec;0;75;7;19;55;34
nmbxvy7P;2;Karpacz;1;69;66;55;57;69
wNqh4wuJ;1;Malbork;0;4;2;83;53;81
FFK7cdnF;1;Szczecinek;1;69;41;60;51;16
bo1A0lcH;3;Kielce;0;12;10;99;83;68
q1IPr0Vy;1;Olsztyn;0;35;39;43;30;15
mPON4J8T;1;Choinice;0;98;84;3;12;95
nd0usjTo;3;Krakow;0;61;52;54;6;43
a0WLRE6q;1;Choinice;1;31;97;24;95;76
PcOy3oD9;2;Legnica;0;70;85;76;73;5
aokjmXxV;1;Gdansk;0;21;39;13;6;92
3E5Byb6p;1;Malbork;0;96;11;51;88;17
G9BKKN3n;2;Kutno;1;23;73;70;47;51
HdAfCulo;3;Rzeszow;1;28;22;48;50;66
ppFD3DVe;1;Olsztyn;1;24;46;8;0;31
bfThIMfl;3;Radom;0;67;50;82;14;62
82ixuIsn;2;Wroclawek;0;87;59;44;15;66
R4TwqRj1;3;Lublin;1;99;25;13;40;89
V5LCQIky;3;Zamosc;0;84;1;7;82;26
qYdCXfU2;1;Gdansk;1;18;66;87;86;95
xXF3X6Jb;1;Elblag;1;1;76;32;55;100
8FjgK8po;2;Kalisz;1;95;15;35;6;1
xn73lKNl;3;Katowice;1;78;56;8;73;38
HYa6wfb5;2;Boleslawiec;0;74;33;52;67;40
Ul7iL7Tp;2;Kutno;0;37;41;86;97;23
uKnKKEru;3;Katowice;1;5;78;42;26;83
JLHHtvTS;2;Gniezno;0;85;20;28;59;91
HKLNSGQR;2;Kutno;0;32;93;17;12;56
PFrmmTqO;1;Hel;0;57;21;91;84;74
8E3lIMQX;3;Rzeszow;0;43;77;99;78;72
u7n6Vsvx;3;Sandomierz;0;53;59;9;64;90
RQ6J5Vsj;3;Rzeszow;1;75;32;70;43;82
YEoErO6o;1;Torun;1;32;90;56;61;10
NDFKlmDQ;3;Pulawy;1;99;42;1;23;48
kaeARmdi;3;Rzeszow;0;91;12;27;18;4
4YrtjAND;2;Lodz;0;90;49;49;58;76
TI6j39Hp;2;Karpacz;1;84;55;10;14;24
sLu1K5nl;3;Chelm;0;26;96;58;42;39
1yUpOQTi;1;Elblag;0;1;0;20;99;94
pJqfg7pL;2;Lubin;1;67;63;43;22;6
tNRXbeCD;2;Kalisz;0;24;4;62;88;89
Lum9GWyP;2;Karpacz;1;73;22;10;54;49
FoDLDRXQ;1;Olsztyn;0;95;66;9;37;28
uL9EkXhn;2;Glogow;0;97;26;91;91;47
TU0EaQur;1;Swinoujscie;0;33;79;40;81;84
yoOrRjUS;3;Gliwice;1;94;30;64;81;35
GLsJicf0;3;Radom;1;17;83;91;11;11
2GrF3Cot;2;Walbrzych;0;57;58;80;27;77
7I61XR7A;3;Zakopane;1;21;76;10;13;22
eLDF86ll;3;Bialystok;1;80;5;18;54;46
a141SWnd;1;Sopot;0;94;82;39;96;69
ScFbV8g4;3;Lublin;0;93;69;48;44;0
Ju8Tfv78;2;Karpacz;0;56;37;45;51;100
HaAXv5lF;3;Bialystok;1;42;13;80;28;53
8FssR0na;1;Swinoujscie;1;67;95;40;25;4
nF6eIEP1;3;Sandomierz;0;39;77;85;50;56
w9Yq67JO;3;Zakopane;1;62;6;52;59;29
lcahL6t4;1;Elblag;1;71;96;91;91;3
RL1LKUj4;1;Koszalin;0;94;7;67;73;45
IYoAIPws;2;Boleslawiec;1;42;35;28;99;44
YjgnJFJb;1;Hel;1;5;34;74;2;92
HgGE1R38;1;Malbork;1;21;60;57;50;68
LlPrqwLB;2;Poznan;0;31;38;18;19;94
hJLnXgpO;1;Olsztyn;1;23;63;66;57;4
1kuTPPGW;1;Slupsk;0;55;97;6;61;15
alh6BpiA;1;Szczecin;0;40;93;76;98;38
LmxqowXI;3;Krakow;0;48;87;57;49;19
80oH7xqy;2;Lubin;0;84;13;95;78;96
puQXdrsl;1;Szczecinek;0;32;58;35;29;80
h5fPbYnX;1;Elblag;1;40;2;0;40;86
exacwAUW;2;Kalisz;0;31;15;78;28;83
LVXIx9W5;3;Rzeszow;1;2;6;88;83;42
sIp1TfIO;3;Rzeszow;1;50;93;24;42;100
WjVNl3ox;1;Elblag;1;54;88;83;55;58
FLsYBD0D;2;Karpacz;0;50;23;58;45;54
j7HHC9o6;1;Gdansk;1;25;51;41;72;4
pVTutDFk;1;Torun;1;87;10;91;53;11
8w983dNV;1;Gdynia;0;95;100;75;64;25
UetAy0sU;1;Sopot;1;49;73;37;77;93
ToUCn6yd;1;Elblag;1;30;22;42;8;75
QkTsYask;2;Lodz;0;43;85;56;82;88
Miv165HB;2;Glogow;0;50;81;74;99;80
V9WwY17g;2;Glogow;0;53;4;34;54;68
O0BVhn46;1;Gdansk;1;18;5;88;49;1
KbL6F3m8;2;Lubin;1;66;37;49;96;64
J6esNUEl;3;Lublin;0;34;40;30;56;49
d9h0FCow;1;Kolobrzeg;1;49;98;90;43;85
pNGr2GNv;3;Pulawy;1;57;87;50;56;66
80XJefLR;1;Torun;0;42;86;21;15;55
pVlCaXoP;2;Lodz;0;36;19;99;95;68
q5166qeR;3;Radom;0;63;91;36;43;67
AX91sHDi;2;Poznan;1;58;65;84;87;38
mwLYxh3g;2;Poznan;0;20;84;2;95;98
qs6y1fiA;1;Gdansk;1;11;26;30;54;19
eGVRi4cS;1;Elblag;0;83;49;57;6;20
r3mc6qRj;2;Boleslawiec;0;90;15;63;61;89
jO6cAUAM;3;Radom;1;100;73;14;9;7
